train_acc,train_loss,val_acc,val_loss
0.025515789473684214,4.4638095,0.0364,4.3102875
0.04122105263157895,4.213117,0.0576,4.103491
0.05425263157894737,4.095065,0.0512,4.17206
0.06374736842105264,4.014364,0.07920000000000002,3.9185967
0.07505263157894738,3.9560702,0.08680000000000002,3.9037943
0.08677894736842107,3.8977456,0.08439999999999999,3.866542
0.09760000000000002,3.8273432,0.11319999999999998,3.7252424
0.1053684210526316,3.771588,0.1084,3.8106
0.11629473684210528,3.7093575,0.1256,3.6113648
0.12802105263157895,3.6387618,0.1396,3.5770998
0.13648421052631582,3.5948565,0.13360000000000002,3.5928564
0.1506947368421053,3.525281,0.1628,3.4110556
0.16143157894736843,3.4632416,0.1692,3.4350915
0.16877894736842106,3.4202662,0.1632,3.4253745
0.18092631578947369,3.3534882,0.2004,3.2424293
0.1899578947368421,3.3026881,0.1604,3.3959408
0.19821052631578948,3.255351,0.21600000000000003,3.167086
0.20964210526315788,3.192004,0.2272,3.1043398
0.2162105263157895,3.1578228,0.19400000000000003,3.2999477
0.22503157894736844,3.1017315,0.23920000000000002,3.025108
0.23456842105263162,3.068613,0.2304,3.1124816
0.23810526315789474,3.0418797,0.23720000000000002,3.078711
0.24884210526315786,2.9894817,0.264,2.8926377
0.25498947368421054,2.9553468,0.22560000000000002,3.082172
0.26143157894736846,2.920917,0.26360000000000006,2.8691692
0.2704842105263158,2.875395,0.284,2.830138
0.2737894736842105,2.858397,0.2624,2.9269257
0.28389473684210526,2.8091798,0.3032,2.7475393
0.2888842105263158,2.769224,0.26280000000000003,2.9470596
0.2921263157894737,2.757333,0.28240000000000004,2.8250532
0.30239999999999995,2.709676,0.3008,2.6592448
0.30652631578947376,2.695401,0.28400000000000003,2.7834291
0.3121473684210527,2.6629725,0.31360000000000005,2.6321745
0.3166947368421052,2.6309404,0.3232,2.6063676
0.32547368421052636,2.602812,0.28200000000000003,2.8942335
0.3257052631578947,2.5774567,0.32800000000000007,2.5568929
0.33458947368421055,2.5426192,0.2964,2.7261152
0.3365684210526316,2.542354,0.32439999999999997,2.5936882
0.3490736842105263,2.4967797,0.35480000000000006,2.4707828
0.35153684210526315,2.4780617,0.3028,2.7049122
0.3562105263157895,2.459404,0.35200000000000004,2.4973016
0.35833684210526323,2.431577,0.352,2.4654942
0.36044210526315784,2.4228475,0.29960000000000003,2.844486
0.36728421052631577,2.3992794,0.37079999999999996,2.3834836
0.37366315789473686,2.3667758,0.34519999999999995,2.5445833
0.3744,2.364313,0.3368,2.5457113
0.3841684210526316,2.3268359,0.38120000000000004,2.3568113
0.3845684210526316,2.317903,0.3248,2.6802282
0.3837684210526315,2.3134005,0.3804,2.3304005
0.3914105263157895,2.2801955,0.39120000000000005,2.325031
0.39338947368421057,2.2796843,0.3544,2.5013764
0.4012631578947369,2.2411191,0.3956,2.2940927
0.40282105263157897,2.2336767,0.368,2.455317
0.40282105263157897,2.2316139,0.3704,2.3682764
0.4091789473684211,2.1949518,0.4056,2.2661893
0.41061052631578954,2.1921768,0.3628,2.4503024
0.41229473684210527,2.1734402,0.39959999999999996,2.2654326
0.4201263157894737,2.151983,0.40919999999999995,2.1977315
0.4214105263157895,2.154318,0.3684000000000001,2.4076061
0.42307368421052627,2.1358945,0.41960000000000003,2.1719549
0.4304421052631579,2.1073792,0.39640000000000003,2.2841492
0.4281894736842105,2.108502,0.40440000000000004,2.224014
0.43303157894736843,2.0893726,0.4268,2.168142
0.4353052631578947,2.0816543,0.3783999999999999,2.3521163
0.44157894736842107,2.065679,0.42160000000000003,2.1709898
0.4438947368421053,2.044966,0.41839999999999994,2.1337423
0.4435368421052632,2.046513,0.3852,2.307861
0.4498736842105263,2.0209835,0.43320000000000003,2.1298127
0.4473894736842105,2.017366,0.40759999999999996,2.2217505
0.4495578947368421,2.020142,0.40759999999999996,2.2140932
0.45286315789473686,1.9933764,0.43080000000000007,2.0935557
0.459221052631579,1.9820809,0.39799999999999996,2.2879097
0.4623789473684211,1.9729807,0.43920000000000003,2.100371
0.4665052631578948,1.9416064,0.4427999999999999,2.1064827
0.46482105263157897,1.9535367,0.40120000000000006,2.2655904
0.4690736842105263,1.9409667,0.43440000000000006,2.0614817
0.4708631578947369,1.9280937,0.4056,2.1982186
0.4709894736842105,1.9269513,0.4188,2.189346
0.4764631578947368,1.900452,0.4424,2.0393713
0.47439999999999993,1.9056093,0.396,2.3012385
0.4785684210526316,1.9057239,0.44079999999999997,2.06765
0.4830736842105263,1.876034,0.4504000000000001,2.0354912
0.47981052631578947,1.8870603,0.41600000000000004,2.2429802
0.4861894736842105,1.8584946,0.4472,2.011622
0.4846105263157895,1.8520552,0.4328,2.1077278
0.4860421052631579,1.8558536,0.4312,2.1184962
0.49418947368421057,1.8294001,0.4508,1.9975475
0.49326315789473685,1.8301675,0.4008,2.3180544
0.4933684210526316,1.8234236,0.45359999999999995,2.0274825
0.5,1.7999209,0.4604,2.026398
0.49858947368421047,1.8103092,0.424,2.1838157
0.5016421052631579,1.7931515,0.4668,1.9524204
0.5033473684210527,1.7907366,0.43119999999999997,2.1091201
0.5004,1.7928438,0.45120000000000005,2.045522
0.5076842105263157,1.7675627,0.47479999999999994,1.9424499
0.5104,1.7646595,0.43160000000000004,2.0981493
0.5063368421052631,1.7630446,0.46519999999999995,1.9980421
0.5130947368421053,1.7398168,0.456,2.001991
0.5118526315789473,1.7455496,0.42080000000000006,2.2178001
0.5168631578947368,1.7355793,0.46879999999999994,1.9341773
